data,m2
2013/8/4,2518.875
2013/8/5,2517.75
2013/8/6,2518.5
2013/8/7,2529
2013/8/8,2541.75
2013/8/9,2560.625
2013/8/10,2554.25
2013/8/11,2579.75
2013/8/12,2583.25
2013/8/13,2605
2013/8/14,2596.625
2013/8/15,2588.375
2013/8/16,2586.875
2013/8/17,2555.125
2013/8/18,2553.625
2013/8/19,2568.75
2013/8/20,2564.625
2013/8/21,2572.875
2013/8/22,2563.875
2013/8/23,2526.5
2013/8/24,2506.75
2013/8/25,2494.375
2013/8/26,2500.375
2013/8/27,2520.25
2013/8/28,2517.25
2013/8/29,2496.25
2013/8/30,2477.625
2013/8/31,2533.5
2013/9/1,2404.125
2013/9/2,2370.125
2013/9/3,2382.875
2013/9/4,2405.875
2013/9/5,2408.5
2013/9/6,2453.125
2013/9/7,2475.875
2013/9/8,2487.125
2013/9/9,2512.5
2013/9/10,2515.125
2013/9/11,2526.375
2013/9/12,2525
2013/9/13,2529.5
2013/9/14,2504.625
2013/9/15,2542.125
2013/9/16,2543.25
2013/9/17,2482.25
2013/9/18,2458.25
2013/9/19,2481.625
2013/9/20,2500.75
2013/9/21,2492.125
2013/9/22,2495.25
2013/9/23,2512.875
2013/9/24,2486.75
2013/9/25,2472.125
2013/9/26,2450.75
2013/9/27,2441.5
2013/9/28,2432.5
2013/9/29,2425.625
2013/9/30,2426.375
2013/10/1,2439.125
2013/10/2,2438.125
2013/10/3,2420.125
2013/10/4,2373
2013/10/5,2439.75
2013/10/6,2396.875
2013/10/7,2412.5
2013/10/8,2409.625
2013/10/9,2377.875
2013/10/10,2384.375
2013/10/11,2384.875
2013/10/12,2403
2013/10/13,2399.625
2013/10/14,2371.75
2013/10/15,2358.875
2013/10/16,2358.875
2013/10/17,2360.5
2013/10/18,2363
2013/10/19,2385
2013/10/20,2378.125
2013/10/21,2368.75
2013/10/22,2364.125
2013/10/23,2353.75
2013/10/24,2381.25
2013/10/25,2396.875
2013/10/26,2396.75
2013/10/27,2379.125
2013/10/28,2385.875
2013/10/29,2362.875
2013/10/30,2323.375
2013/10/31,2323.125
2013/11/1,2322.625
2013/11/2,2337.125
2013/11/3,2339.875
2013/11/4,2338.75
2013/11/5,2342
2013/11/6,2332.5
2013/11/7,2313.75
2013/11/8,2293.5
2013/11/9,2321.25
2013/11/10,2319.5
2013/11/11,2327
2013/11/12,2350.75
2013/11/13,2351.75
2013/11/14,2372.125
2013/11/15,2370
2013/11/16,2365.375
2013/11/17,2360.5
2013/11/18,2390.125
2013/11/19,2441.5
2013/11/20,2447.375
2013/11/21,2453.75
2013/11/22,2449
2013/11/23,2453.75
2013/11/24,2447
2013/11/25,2471.75
2013/11/26,2466.5
2013/11/27,2462.125
2013/11/28,2472.75
2013/11/29,2492.25
2013/11/30,2517.75
2013/12/1,2535
2013/12/2,2535.875
2013/12/3,2556.25
2013/12/4,2547.625
2013/12/5,2546.625
2013/12/6,2537.625
2013/12/7,2543.125
2013/12/8,2539.75
2013/12/9,2551.75
2013/12/10,2585
2013/12/11,2565.25
2013/12/12,2564.5
2013/12/13,2566.5
2013/12/14,2574.75
